         39231828 function calls (39227778 primitive calls) in 21.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      969    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       30    0.000    0.000    0.000    0.000 import arcade.py:566(on_key_press)
       76    0.000    0.000    0.000    0.000 allocation.py:279(dealloc)
      627    0.000    0.000    0.000    0.000 {built-in method unicodedata.category}
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
       76    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       86    0.000    0.000    0.000    0.000 layout.py:680(__hash__)
    62/21    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
       74    0.000    0.000    0.131    0.002 layout.py:1359(_init_document)
      468    0.000    0.000    0.000    0.000 runlist.py:432(__init__)
      192    0.000    0.000    0.000    0.000 base.py:208(__init__)
        6    0.000    0.000    0.002    0.000 glx_info.py:80(have_version)
       39    0.000    0.000    0.000    0.000 vertexbuffer.py:221(unmap)
       34    0.000    0.000    0.000    0.000 program.py:394(_query_uniform)
       34    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
       39    0.000    0.000    0.000    0.000 layout.py:302(__init__)
      144    0.000    0.000    0.000    0.000 context.py:1013(incr)import cProfile


      405    0.000    0.000    0.002    0.000 pathlib.py:451(readlink)
      148    0.000    0.000    0.000    0.000 freetype.py:150(<listcomp>)
        1    0.000    0.000    0.032    0.032 xlib.py:87(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:203(_create_xdnd_atoms)
      245    0.000    0.000    0.000    0.000 sprite.py:930(register_sprite_list)
      150    0.000    0.000    0.000    0.000 fontconfig.py:161(_get_from_search_cache)
      339    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
       55    0.000    0.000    0.015    0.000 Image.py:1481(paste)
      117    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       23    0.000    0.000    0.000    0.000 __init__.py:1473(__init__)
       39    0.000    0.000    0.070    0.002 layout.py:1761(_create_vertex_lists)
       63    0.000    0.000    0.000    0.000 __init__.py:975(_translate_modifiers)
        3    0.000    0.000    0.032    0.011 texture_atlas.py:474(resize)
        1    0.000    0.000    0.000    0.000 ImageChops.py:18(<module>)
      267    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       64    0.000    0.000    0.000    0.000 atlas.py:121(alloc)
        6    0.000    0.000    0.000    0.000 glx_info.py:97(get_server_version)
       47    0.000    0.000    0.003    0.000 pathlib.py:317(resolve)
        9    0.000    0.000    0.002    0.000 Image.py:2968(_open_core)
       23    0.000    0.000    0.007    0.000 atlas.py:196(add)
      243    0.000    0.000    0.000    0.000 sprite.py:349(set_hit_box)
      156    0.000    0.000    0.000    0.000 runlist.py:388(ranges)
       78    0.000    0.000    0.000    0.000 weakref.py:147(__contains__)
      336    0.000    0.000    0.000    0.000 layout.py:365(<listcomp>)
      324    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       56    0.000    0.000    0.003    0.000 import arcade.py:80(__init__)
       11    0.000    0.000    0.022    0.002 context.py:889(program)
      599    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       17    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:890(_find_spec)
     17/7    0.000    0.000    0.011    0.002 <frozen importlib._bootstrap>:986(_find_and_load)
      296    0.000    0.000    0.002    0.000 fontconfig.py:352(name)
       87    0.000    0.000    0.002    0.000 pathlib.py:678(_from_parts)
        2    0.000    0.000    0.000    0.000 xlib.py:347(detach)
        1    0.000    0.000    0.035    0.035 context.py:42(__init__)
       29    0.000    0.000    0.003    0.000 glsl.py:27(__init__)
      359    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       27    0.000    0.000    0.002    0.000 import arcade.py:84(__init__)
     26/6    0.000    0.000    0.002    0.000 sre_parse.py:435(_parse_sub)
        1    0.000    0.000    0.184    0.184 application.py:77(__init__)
      546    0.000    0.000    0.000    0.000 runlist.py:440(ranges)
       41    0.000    0.000    0.000    0.000 __init__.py:561(__init__)
       39    0.000    0.000    0.000    0.000 layout.py:1411(_get_owner_runs)
       39    0.000    0.000    0.055    0.001 vertexdomain.py:598(indices)
       30    0.000    0.000    0.000    0.000 import arcade.py:582(on_key_release)
       74    0.000    0.000    0.000    0.000 layout.py:672(__eq__)
       92    0.000    0.000    0.004    0.000 context.py:699(buffer)
       37    0.000    0.000    0.000    0.000 {built-in method _ctypes.pointer}
       39    0.000    0.000    0.000    0.000 runlist.py:129(set_run)
       66    0.000    0.000    0.000    0.000 Image.py:533(_new)
       25    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
       39    0.000    0.000    0.000    0.000 shader.py:546(<listcomp>)
       23    0.000    0.000    0.000    0.000 freetype.py:73(_get_glyph_metrics)
      156    0.000    0.000    0.000    0.000 layout.py:173(_parse_distance)
      192    0.000    0.000    0.000    0.000 xlib.py:122(__init__)
       39    0.000    0.000    0.000    0.000 layout.py:247(__init__)
       41    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
      158    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      139    0.000    0.000    0.000    0.000 {method 'remove' of 'array.array' objects}
       39    0.000    0.000    0.001    0.000 vertexdomain.py:398(create)
        1    0.000    0.000    0.004    0.004 JpegImagePlugin.py:34(<module>)
      297    0.000    0.000    0.000    0.000 base.py:53(<lambda>)
        1    0.000    0.000    0.007    0.007 subprocess.py:1552(_execute_child)
        2    0.000    0.000    0.000    0.000 xlib.py:153(get_screens)
      150    0.000    0.000    0.007    0.000 fontconfig.py:124(find_font)
       23    0.000    0.000    0.000    0.000 fontconfig.py:150(char_index)
       36    0.000    0.000    0.086    0.002 document.py:290(text)
        8    0.000    0.000    0.001    0.000 vertexbuffer.py:266(__init__)
      249    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      195    0.000    0.000    0.000    0.000 layout.py:1199(parse_distance)
       87    0.000    0.000    0.000    0.000 pathlib.py:701(_format_parsed_parts)
       20    0.000    0.000    0.000    0.000 weakref.py:517(__init__)
       29    0.000    0.000    0.001    0.000 pathlib.py:712(_make_child)
        1    0.000    0.000    0.000    0.000 __init__.py:470(_unmap)
       40    0.000    0.000    0.001    0.000 pathlib.py:1039(__new__)
     17/7    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap>:650(_load_unlocked)
       20    0.000    0.000    0.000    0.000 texture.py:74(__init__)
      594    0.000    0.000    0.000    0.000 base.py:57(<lambda>)
       20    0.000    0.000    0.000    0.000 vertex_array.py:396(__init__)
       44    0.000    0.000    0.000    0.000 Image.py:1149(_crop)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      117    0.000    0.000    0.000    0.000 runlist.py:395(__getitem__)
       98    0.000    0.000    0.000    0.000 pathlib.py:728(__fspath__)
        1    0.000    0.000    0.002    0.002 context.py:1044(__init__)
       86    0.000    0.000    0.000    0.000 Image.py:497(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        9    0.000    0.000    0.000    0.000 program.py:416(_query_uniform_block)
        1    0.000    0.000    0.289    0.289 import arcade.py:190(setup)
      470    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:869(_set_atoms_property)
        1    0.000    0.000    0.002    0.002 TiffImagePlugin.py:41(<module>)
      699    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       32    0.000    0.000    0.000    0.000 util.py:45(asbytes)
       66    0.000    0.000    0.000    0.000 PngImagePlugin.py:151(read)
       83    0.000    0.000    0.000    0.000 allocation.py:134(alloc)
       78    0.000    0.000    0.000    0.000 runlist.py:410(<listcomp>)
        6    0.000    0.000    0.000    0.000 texture.py:602(delete_glo)
       23    0.000    0.000    0.000    0.000 __init__.py:1402(get_region)
       55    0.000    0.000    0.001    0.000 PngImagePlugin.py:183(call)
       36    0.000    0.000    0.002    0.000 document.py:434(delete_text)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       39    0.000    0.000    0.000    0.000 layout.py:644(__init__)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
      108    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
       39    0.000    0.000    0.000    0.000 document.py:617(get_element_runs)
       39    0.000    0.000    0.000    0.000 layout.py:230(add_box)
       39    0.000    0.000    0.000    0.000 vertexdomain.py:259(__init__)
       38    0.000    0.000    0.000    0.000 vertexdomain.py:550(delete)
        6    0.000    0.000    0.000    0.000 buffer.py:200(orphan)
       56    0.000    0.000    0.003    0.000 import arcade.py:76(__init__)
       11    0.000    0.000    0.000    0.000 program.py:382(_introspect_uniform_blocks)
     17/7    0.000    0.000    0.011    0.002 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
       38    0.000    0.000    0.000    0.000 texture_atlas.py:70(__init__)
        3    0.000    0.000    0.000    0.000 shader.py:399(_introspect_uniform_blocks)
      108    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
      422    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
      470    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       23    0.000    0.000    0.013    0.001 base.py:210(add)
       39    0.000    0.000    0.000    0.000 layout.py:257(__init__)
      120    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       23    0.000    0.000    0.017    0.001 freetype.py:131(render)
       38    0.000    0.000    0.000    0.000 vertexdomain.py:300(delete)
      139    0.000    0.000    0.000    0.000 {method 'append' of 'array.array' objects}
      477    0.000    0.000    0.000    0.000 util.py:49(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       77    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        9    0.000    0.000    0.014    0.002 Image.py:2903(open)
       29    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       25    0.000    0.000    0.000    0.000 __init__.py:1281(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
        2    0.000    0.000    0.001    0.000 vertexdomain.py:113(__init__)
       23    0.000    0.000    0.000    0.000 __init__.py:625(__init__)
       23    0.000    0.000    0.013    0.001 base.py:309(create_glyph)
       63    0.000    0.000    0.000    0.000 __init__.py:1074(_event_text_motion)
       39    0.000    0.000    0.001    0.000 vertexdomain.py:149(safe_alloc)
      286    0.000    0.000    0.000    0.000 {method 'getpixel' of 'ImagingCore' objects}
       61    0.000    0.000    0.000    0.000 atlas.py:80(add)
       39    0.000    0.000    0.000    0.000 vertexdomain.py:515(__init__)
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
      173    0.000    0.000    0.022    0.000 fontconfig.py:392(get_fontconfig)
        9    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new}
       37    0.000    0.000    0.085    0.002 document.py:411(insert_text)
       36    0.000    0.000    0.000    0.000 document.py:447(_delete_text)
       29    0.000    0.000    0.000    0.000 glsl.py:63(_find_glsl_version)
       65    0.000    0.000    0.000    0.000 mouse.py:71(on_mouse_motion)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        1    0.000    0.000    0.000    0.000 subprocess.py:1101(_close_pipe_fds)
      195    0.000    0.000    0.000    0.000 runlist.py:370(__init__)
        2    0.000    0.000    0.000    0.000 vertexbuffer.py:239(resize)
       30    0.000    0.000    0.000    0.000 key.py:91(on_key_release)
       36    0.000    0.000    0.084    0.002 layout.py:1365(on_insert_text)
     17/7    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap_external>:842(exec_module)
       17    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:638(_compile_bytecode)
       25    0.000    0.000    0.000    0.000 freetype.py:282(set_char_size)
      297    0.000    0.000    0.000    0.000 base.py:61(<lambda>)
      306    0.000    0.000    0.000    0.000 fontconfig.py:380(_handle_fcresult)
        6    0.000    0.000    0.004    0.001 sre_compile.py:759(compile)
      145    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       23    0.000    0.000    0.002    0.000 freetype.py:66(_get_glyph)
       23    0.000    0.000    0.002    0.000 freetype.py:302(get_glyph_slot)
       66    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
      165    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       39    0.000    0.000    0.000    0.000 layout.py:1681(<listcomp>)
       23    0.000    0.000    0.002    0.000 freetype.py:192(get_glyph_slot)
       37    0.000    0.000    0.000    0.000 document.py:427(_insert_text)
     16/8    0.000    0.000    0.011    0.001 {built-in method builtins.__import__}
       39    0.000    0.000    0.000    0.000 runlist.py:70(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       78    0.000    0.000    0.000    0.000 runlist.py:411(<listcomp>)
       27    0.000    0.000    0.002    0.000 import arcade.py:70(__init__)
      116    0.000    0.000    0.000    0.000 pathlib.py:1049(_init)
        9    0.000    0.000    0.002    0.000 ImageFile.py:83(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       47    0.000    0.000    0.000    0.000 PngImagePlugin.py:189(crc)
       29    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       30    0.000    0.000    0.000    0.000 key.py:88(on_key_press)
       76    0.000    0.000    0.001    0.000 re.py:223(split)
       40    0.000    0.000    0.001    0.000 pathlib.py:1402(exists)
       17    0.000    0.000    0.000    0.000 shader.py:454(_query_uniform)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
      139    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        8    0.000    0.000    0.029    0.004 context.py:752(texture)
       29    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        4    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       47    0.000    0.000    0.000    0.000 pathlib.py:960(is_absolute)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 shader.py:383(_introspect_uniforms)
        1    0.000    0.000    0.001    0.001 GifImagePlugin.py:27(<module>)
       39    0.000    0.000    0.005    0.000 layout.py:1254(<listcomp>)
       11    0.000    0.000    0.000    0.000 event.py:213(_get_handlers)
        3    0.000    0.000    0.000    0.000 shader.py:368(_introspect_attributes)
       36    0.000    0.000    0.086    0.002 __init__.py:287(text)
        1    0.000    0.000    0.000    0.000 shader.py:590(_introspect_uniforms)
       78    0.000    0.000    0.000    0.000 runlist.py:307(ranges)
       39    0.000    0.000    0.000    0.000 layout.py:282(__init__)
       39    0.000    0.000    0.001    0.000 layout.py:621(get_default_layout_shader)
     17/7    0.000    0.000    0.008    0.001 {built-in method builtins.exec}
       39    0.000    0.000    0.000    0.000 layout.py:222(__init__)
       98    0.000    0.000    0.000    0.000 types.py:109(__init__)
      105    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 pathlib.py:691(_from_parsed_parts)
       19    0.000    0.000    0.001    0.000 JpegImagePlugin.py:396(load_read)
       11    0.000    0.000    0.000    0.000 freetype.py:48(__init__)
      146    0.000    0.000    0.000    0.000 fontconfig.py:198(is_valid)
        1    0.000    0.000    0.002    0.002 context.py:160(__init__)
       39    0.000    0.000    0.000    0.000 layout.py:1314(_get_top)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
       23    0.000    0.000    0.000    0.000 freetype.py:83(_get_bitmap_data)
        6    0.000    0.000    0.003    0.000 sre_parse.py:937(parse)
        8    0.000    0.000    0.000    0.000 shader.py:443(_query_attribute)
       39    0.000    0.000    0.000    0.000 runlist.py:291(__init__)
     31/7    0.000    0.000    0.011    0.002 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
       48    0.000    0.000    0.000    0.000 __init__.py:372(__init__)
       29    0.000    0.000    0.002    0.000 pathlib.py:1214(open)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        4    0.000    0.000    0.000    0.000 fontconfig.py:207(_destroy)
       39    0.000    0.000    0.000    0.000 layout.py:1299(_get_left)
       23    0.000    0.000    0.000    0.000 freetype.py:299(get_character_index)
       44    0.000    0.000    0.001    0.000 Image.py:1130(crop)
      177    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
      103    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 program.py:289(_configure_varyings)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       74    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
       23    0.000    0.000    0.000    0.000 base.py:162(set_bearings)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1493(_get_spec)
      180    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       39    0.000    0.000    0.000    0.000 runlist.py:198(get_run_iterator)
      108    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
       11    0.000    0.000    0.025    0.002 Image.py:2634(new)
       25    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      145    0.000    0.000    0.000    0.000 _binary.py:84(i32be)
        2    0.000    0.000    0.000    0.000 xlib.py:239(set_vsync)
       56    0.000    0.000    0.000    0.000 ImageFile.py:535(_safe_read)
       11    0.000    0.000    0.000    0.000 Image.py:409(_getencoder)
        1    0.000    0.000    0.003    0.003 BmpImagePlugin.py:27(<module>)
        2    0.000    0.000    0.006    0.003 base.py:202(__init__)
        3    0.000    0.000    0.000    0.000 framebuffer.py:445(delete_glo)
       29    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
       26    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
        6    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
        8    0.000    0.000    0.001    0.000 vertex_array.py:39(__init__)
        4    0.000    0.000    0.000    0.000 framebuffer.py:473(_check_completeness)
       54    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       15    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       39    0.000    0.000    0.000    0.000 vertexdomain.py:376(safe_index_alloc)
        9    0.000    0.000    0.260    0.029 Image.py:847(convert)
       23    0.000    0.000    0.000    0.000 __init__.py:988(_get_gl_format_and_type)
        1    0.000    0.000    0.001    0.001 PngImagePlugin.py:34(<module>)
       94    0.000    0.000    0.000    0.000 PngImagePlugin.py:137(_crc32)
       40    0.000    0.000    0.001    0.000 pathlib.py:1193(stat)
        3    0.000    0.000    0.003    0.001 shader.py:257(__init__)
      133    0.000    0.000    0.000    0.000 context.py:318(gc_mode)
      150    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       36    0.000    0.000    0.001    0.000 layout.py:1378(on_delete_text)
      524    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       57    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
       29    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       33    0.000    0.000    0.000    0.000 program.py:354(<genexpr>)
        1    0.000    0.000    0.007    0.007 subprocess.py:736(__init__)
       39    0.000    0.000    0.000    0.000 freetype.py:184(ascent)
       13    0.000    0.000    0.000    0.000 __init__.py:390(__getitem__)
      123    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      152    0.000    0.000    0.000    0.000 types.py:249(zip_attrs)
      165    0.000    0.000    0.000    0.000 Image.py:124(isImageType)
       14    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       39    0.000    0.000    0.000    0.000 layout.py:262(add_list)
       94    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
      297    0.000    0.000    0.000    0.000 base.py:62(<lambda>)
       78    0.000    0.000    0.000    0.000 runlist.py:192(__iter__)
        7    0.000    0.000    0.000    0.000 PngImagePlugin.py:381(chunk_iCCP)
        9    0.000    0.000    0.000    0.000 Image.py:386(_getdecoder)
       76    0.000    0.000    0.000    0.000 weakref.py:128(__getitem__)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
        6    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
      235    0.000    0.000    0.000    0.000 __init__.py:584(order)
        3    0.000    0.000    0.000    0.000 clock.py:402(_get_soft_next_ts)
      194    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       29    0.000    0.000    0.001    0.000 pathlib.py:933(__truediv__)
       14    0.000    0.000    0.000    0.000 enum.py:313(__call__)
        1    0.000    0.000    0.065    0.065 __init__.py:459(__init__)
        6    0.000    0.000    0.000    0.000 scene.py:98(add_sprite_list)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
      153    0.000    0.000    0.000    0.000 context.py:241(stats)
        1    0.000    0.000    0.004    0.004 __init__.py:502(close)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        5    0.000    0.000    0.000    0.000 shader.py:97(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:429(visit)
       25    0.000    0.000    0.001    0.000 uniform.py:100(__init__)
       17    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      110    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
       24    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        6    0.000    0.000    0.000    0.000 enum.py:938(__and__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
        9    0.000    0.000    0.000    0.000 shader.py:362(_get_number)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:509(chunk_tEXt)
       94    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        4    0.000    0.000    0.003    0.001 fontconfig.py:316(_prepare_search_pattern)
      251    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.005    0.005 __init__.py:613(_create_projection)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:421(ImageFileDirectory_v2)
        3    0.000    0.000    0.000    0.000 context.py:238(projection_2d)
       53    0.000    0.000    0.000    0.000 Image.py:2883(_decompression_bomb_check)
       20    0.000    0.000    0.000    0.000 context.py:804(geometry)
        1    0.000    0.000    0.000    0.000 __init__.py:424(_update_draw_list)
      234    0.000    0.000    0.000    0.000 runlist.py:443(__getitem__)
       27    0.000    0.000    0.000    0.000 freetype_lib.py:399(f26p6_to_float)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:345(_open)
        2    0.000    0.000    0.025    0.013 freetype.py:202(_load_font_face_from_system)
       19    0.000    0.000    0.005    0.000 __init__.py:963(dispatch_platform_event)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        9    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
        3    0.000    0.000    0.000    0.000 uniform.py:177(setter_func)
      280    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       78    0.000    0.000    0.000    0.000 runlist.py:405(__init__)
       23    0.000    0.000    0.000    0.000 __init__.py:911(_convert)
        8    0.000    0.000    0.001    0.000 vertex_array.py:661(_generate_vao)
       76    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.012    0.012 util.py:338(find_library)
        2    0.000    0.000    0.000    0.000 freetype.py:306(get_font_metrics)
        2    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
      148    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 ImagePalette.py:19(<module>)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:496(chunk_pHYs)
        1    0.000    0.000    0.012    0.012 lib.py:112(load_library)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
        8    0.000    0.000    0.000    0.000 vertexattribute.py:56(__init__)
        8    0.000    0.000    0.000    0.000 texture.py:401(wrap_x)
       29    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 texture_atlas.py:550(clear)
        8    0.000    0.000    0.000    0.000 uniform.py:184(setter_func)
        3    0.000    0.000    0.000    0.000 __init__.py:1481(_event_enternotify)
       29    0.000    0.000    0.000    0.000 pathlib.py:1076(_opener)
       11    0.000    0.000    0.000    0.000 Image.py:2616(_check_size)
        6    0.000    0.000    0.000    0.000 atlas.py:105(__init__)
       76    0.000    0.000    0.000    0.000 types.py:241(<listcomp>)
       27    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 layout.py:632(get_default_decoration_shader)
       29    0.000    0.000    0.000    0.000 pathlib.py:102(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
        4    0.000    0.000    0.007    0.002 fontconfig.py:307(match)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       25    0.000    0.000    0.000    0.000 freetype_lib.py:403(float_to_f26p6)
        2    0.000    0.000    0.001    0.000 vertexdomain.py:365(__init__)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:408(chunk_IHDR)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1075(path_stats)
        1    0.000    0.000    0.005    0.005 __init__.py:1233(_event_clientmessage)
        3    0.000    0.000    0.000    0.000 __init__.py:1501(_event_leavenotify)
        1    0.000    0.000    0.000    0.000 framebuffer.py:526(__init__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:270(get_max_texture_size)
        8    0.000    0.000    0.000    0.000 texture.py:431(wrap_y)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       25    0.000    0.000    0.000    0.000 uniform.py:151(_create_getter_func)
        3    0.000    0.000    0.000    0.000 gl_info.py:142(have_version)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        1    0.000    0.000    0.049    0.049 __init__.py:412(__init__)
        9    0.000    0.000    0.000    0.000 ImageFile.py:276(load_prepare)
       87    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
       27    0.000    0.000    0.000    0.000 texture_atlas.py:509(<lambda>)
        9    0.000    0.000    0.011    0.001 Image.py:314(preinit)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:921(load_end)
       22    0.000    0.000    0.000    0.000 types.py:404(get)
       15    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        9    0.000    0.000    0.000    0.000 ImageFile.py:215(<listcomp>)
